指标名称,GBP to JPY
date,
1991-05-31 00:00:00,235.08809999999997
1991-06-30 00:00:00,223.12220000000002
1991-07-31 00:00:00,231.48399
1991-08-31 00:00:00,229.908
1991-09-30 00:00:00,232.7532
1991-10-31 00:00:00,227.57049999999998
1991-11-30 00:00:00,229.65624000000003
1991-12-31 00:00:00,233.06340000000003
1992-01-31 00:00:00,224.60895
1992-02-29 00:00:00,226.78740000000002
1992-03-31 00:00:00,230.78899599999997
1992-04-30 00:00:00,236.60750000000002
1992-05-31 00:00:00,233.65475
1992-06-30 00:00:00,239.593545
1992-07-31 00:00:00,244.51199999999997
1992-08-31 00:00:00,244.584435
1992-09-30 00:00:00,213.48
1992-10-31 00:00:00,192.65625
1992-11-30 00:00:00,188.30967
1992-12-31 00:00:00,188.89804999999998
1993-01-31 00:00:00,185.642935
1993-02-28 00:00:00,167.87914999999998
1993-03-31 00:00:00,173.3841
1993-04-30 00:00:00,174.638265
1993-05-31 00:00:00,167.238785
1993-06-30 00:00:00,159.4524
1993-07-31 00:00:00,155.99925000000002
1993-08-31 00:00:00,155.712564
1993-09-30 00:00:00,158.6508
1993-10-31 00:00:00,161.24647
1993-11-30 00:00:00,162.005616
1993-12-31 00:00:00,165.03675
1994-01-31 00:00:00,163.13436
1994-02-28 00:00:00,155.02725
1994-03-31 00:00:00,152.37120000000002
1994-04-30 00:00:00,154.27919
1994-05-31 00:00:00,158.36687999999998
1994-06-30 00:00:00,152.523033
1994-07-31 00:00:00,154.227075
1994-08-31 00:00:00,153.788982
1994-09-30 00:00:00,156.20184999999998
1994-10-31 00:00:00,158.4315
1994-11-30 00:00:00,154.99196999999998
1994-12-31 00:00:00,156.02339999999998
1995-01-31 00:00:00,157.248545
1995-02-28 00:00:00,153.0144
1995-03-31 00:00:00,140.61015
1995-04-30 00:00:00,135.228764
1995-05-31 00:00:00,134.297225
1995-06-30 00:00:00,134.84259
1995-07-31 00:00:00,141.16732000000002
1995-08-31 00:00:00,151.65912500000002
1995-09-30 00:00:00,156.52845
1995-10-31 00:00:00,161.642382
1995-11-30 00:00:00,155.77436
1995-12-31 00:00:00,160.44548
1996-01-31 00:00:00,161.45172000000002
1996-02-29 00:00:00,161.04384000000002
1996-03-31 00:00:00,163.3034
1996-04-30 00:00:00,157.46814999999998
1996-05-31 00:00:00,167.33050500000002
1996-06-30 00:00:00,170.011492
1996-07-31 00:00:00,166.091412
1996-08-31 00:00:00,169.70244
1996-09-30 00:00:00,174.765745
1996-10-31 00:00:00,185.227362
1996-11-30 00:00:00,191.54616
1996-12-31 00:00:00,198.232971
1997-01-31 00:00:00,194.1455
1997-02-28 00:00:00,196.795821
1997-03-31 00:00:00,203.494656
1997-04-30 00:00:00,205.7886
1997-05-31 00:00:00,190.4304
1997-06-30 00:00:00,190.82565
1997-07-31 00:00:00,193.984756
1997-08-31 00:00:00,195.48919500000002
1997-09-30 00:00:00,194.54830699999997
1997-10-31 00:00:00,202.086654
1997-11-30 00:00:00,215.68899
1997-12-31 00:00:00,214.290215
1998-01-31 00:00:00,207.49075
1998-02-28 00:00:00,207.505236
1998-03-31 00:00:00,223.460685
1998-04-30 00:00:00,221.415299
1998-05-31 00:00:00,225.8658
1998-06-30 00:00:00,230.87515499999998
1998-07-31 00:00:00,236.48828500000002
1998-08-31 00:00:00,236.1484
1998-09-30 00:00:00,232.134705
1998-10-31 00:00:00,194.879075
1998-11-30 00:00:00,203.111685
1998-12-31 00:00:00,188.029424
1999-01-31 00:00:00,190.9012
1999-02-28 00:00:00,190.24049
1999-03-31 00:00:00,191.14602000000002
1999-04-30 00:00:00,192.10315500000002
1999-05-31 00:00:00,193.64976000000001
1999-06-30 00:00:00,190.66191
1999-07-31 00:00:00,185.89429
1999-08-31 00:00:00,175.81998
1999-09-30 00:00:00,175.79367399999998
1999-10-31 00:00:00,171.29632500000002
1999-11-30 00:00:00,162.2183
1999-12-31 00:00:00,164.98839999999998
2000-01-31 00:00:00,173.681406
2000-02-29 00:00:00,173.39064
2000-03-31 00:00:00,163.566706
2000-04-30 00:00:00,168.01688000000001
2000-05-31 00:00:00,161.26523199999997
2000-06-30 00:00:00,160.58982
2000-07-31 00:00:00,164.33354400000002
2000-08-31 00:00:00,154.81699
2000-09-30 00:00:00,159.55173
2000-10-31 00:00:00,158.32207499999998
2000-11-30 00:00:00,157.63153000000003
2000-12-31 00:00:00,171.010425
2001-01-31 00:00:00,170.08070700000002
2001-02-28 00:00:00,169.270224
2001-03-31 00:00:00,178.14126000000002
2001-04-30 00:00:00,176.779242
2001-05-31 00:00:00,168.51239999999999
2001-06-30 00:00:00,175.582421
2001-07-31 00:00:00,178.15
2001-08-31 00:00:00,172.30625
2001-09-30 00:00:00,175.160793
2001-10-31 00:00:00,178.099636
2001-11-30 00:00:00,175.65010999999998
2001-12-31 00:00:00,190.57147199999997
2002-01-31 00:00:00,189.29272
2002-02-28 00:00:00,189.272084
2002-03-31 00:00:00,189.0975
2002-04-30 00:00:00,187.08742499999997
2002-05-31 00:00:00,181.540125
2002-06-30 00:00:00,182.711325
2002-07-31 00:00:00,187.140625
2002-08-31 00:00:00,183.792976
2002-09-30 00:00:00,191.1318
2002-10-31 00:00:00,191.90514
2002-11-30 00:00:00,190.866416
2002-12-31 00:00:00,191.12812499999998
2003-01-31 00:00:00,197.310208
2003-02-28 00:00:00,186.04281400000002
2003-03-31 00:00:00,186.43252999999999
2003-04-30 00:00:00,190.512
2003-05-31 00:00:00,195.89634999999998
2003-06-30 00:00:00,198.133123
2003-07-31 00:00:00,193.75578
2003-08-31 00:00:00,184.086683
2003-09-30 00:00:00,185.19666
2003-10-31 00:00:00,186.68555999999998
2003-11-30 00:00:00,188.599707
2003-12-31 00:00:00,191.141346
2004-01-31 00:00:00,192.78755999999998
2004-02-29 00:00:00,202.95045
2004-03-31 00:00:00,191.6912
2004-04-30 00:00:00,195.840528
2004-05-31 00:00:00,201.95994000000002
2004-06-30 00:00:00,198.352818
2004-07-31 00:00:00,202.540437
2004-08-31 00:00:00,196.53789999999998
2004-09-30 00:00:00,199.3518
2004-10-31 00:00:00,194.53038
2004-11-30 00:00:00,196.52819200000002
2004-12-31 00:00:00,196.73488
2005-01-31 00:00:00,195.19174999999998
2005-02-28 00:00:00,200.670825
2005-03-31 00:00:00,202.517136
2005-04-30 00:00:00,200.09260799999998
2005-05-31 00:00:00,196.840107
2005-06-30 00:00:00,198.86163
2005-07-31 00:00:00,197.481425
2005-08-31 00:00:00,199.645008
2005-09-30 00:00:00,200.47798400000002
2005-10-31 00:00:00,205.82920399999998
2005-11-30 00:00:00,207.263086
2005-12-31 00:00:00,202.612144
2006-01-31 00:00:00,208.28016
2006-02-28 00:00:00,203.136698
2006-03-31 00:00:00,204.332964
2006-04-30 00:00:00,207.32538000000002
2006-05-31 00:00:00,210.28543200000001
2006-06-30 00:00:00,211.740441
2006-07-31 00:00:00,213.83114
2006-08-31 00:00:00,223.24664
2006-09-30 00:00:00,220.83008399999997
2006-10-31 00:00:00,222.939288
2006-11-30 00:00:00,227.552615
2006-12-31 00:00:00,233.11257199999997
2007-01-31 00:00:00,237.332322
2007-02-28 00:00:00,232.080629
2007-03-31 00:00:00,231.41685999999999
2007-04-30 00:00:00,238.88
2007-05-31 00:00:00,241.04827200000003
2007-06-30 00:00:00,247.557357
2007-07-31 00:00:00,242.596332
2007-08-31 00:00:00,233.57119500000002
2007-09-30 00:00:00,234.412333
2007-10-31 00:00:00,239.496479
2007-11-30 00:00:00,228.334834
2007-12-31 00:00:00,221.66615299999998
2008-01-31 00:00:00,212.35923
2008-02-29 00:00:00,206.96301599999998
2008-03-31 00:00:00,198.252175
2008-04-30 00:00:00,207.460691
2008-05-31 00:00:00,208.736978
2008-06-30 00:00:00,211.342002
2008-07-31 00:00:00,214.10286
2008-08-31 00:00:00,197.70711
2008-09-30 00:00:00,188.615576
2008-10-31 00:00:00,158.86962
2008-11-30 00:00:00,146.51200799999998
2008-12-31 00:00:00,132.725901
2009-01-31 00:00:00,129.471979
2009-02-28 00:00:00,139.533624
2009-03-31 00:00:00,141.7845
2009-04-30 00:00:00,146.154924
2009-05-31 00:00:00,154.4088
2009-06-30 00:00:00,158.630184
2009-07-31 00:00:00,158.004702
2009-08-31 00:00:00,151.426548
2009-09-30 00:00:00,143.219796
2009-10-31 00:00:00,149.13495
2009-11-30 00:00:00,141.314308
2009-12-31 00:00:00,150.482436
2010-01-31 00:00:00,144.68934199999998
2010-02-28 00:00:00,135.383276
2010-03-31 00:00:00,141.83724
2010-04-30 00:00:00,144.26259199999998
2010-05-31 00:00:00,131.601852
2010-06-30 00:00:00,132.26600299999998
2010-07-31 00:00:00,135.816102
2010-08-31 00:00:00,129.16078
2010-09-30 00:00:00,131.401043
2010-10-31 00:00:00,128.92896000000002
2010-11-30 00:00:00,130.169768
2010-12-31 00:00:00,125.706464
2011-01-31 00:00:00,131.496274
2011-02-28 00:00:00,133.127918
2011-03-31 00:00:00,132.81324800000002
2011-04-30 00:00:00,135.71452100000002
2011-05-31 00:00:00,133.632631
2011-06-30 00:00:00,129.564288
2011-07-31 00:00:00,126.99969000000002
2011-08-31 00:00:00,124.45785000000001
2011-09-30 00:00:00,120.36729600000001
2011-10-31 00:00:00,125.851377
2011-11-30 00:00:00,121.83939
2011-12-31 00:00:00,119.60382600000001
2012-01-31 00:00:00,120.266036
2012-02-29 00:00:00,129.36261
2012-03-31 00:00:00,131.732385
2012-04-30 00:00:00,129.491725
2012-05-31 00:00:00,120.60574500000001
2012-06-30 00:00:00,125.189966
2012-07-31 00:00:00,122.50765999999999
2012-08-31 00:00:00,124.21512
2012-09-30 00:00:00,125.700544
2012-10-31 00:00:00,128.791334
2012-11-30 00:00:00,132.28685800000002
2012-12-31 00:00:00,140.893968
2013-01-31 00:00:00,144.733568
2013-02-28 00:00:00,140.313312
2013-03-31 00:00:00,143.057288
2013-04-30 00:00:00,151.536328
2013-05-31 00:00:00,153.110355
2013-06-30 00:00:00,150.89840999999998
2013-07-31 00:00:00,149.265795
2013-08-31 00:00:00,151.926696
2013-09-30 00:00:00,159.023391
2013-10-31 00:00:00,157.62707999999998
2013-11-30 00:00:00,167.741385
2013-12-31 00:00:00,174.44135
2014-01-31 00:00:00,168.2506
2014-02-28 00:00:00,170.984
2014-03-31 00:00:00,171.71915
2014-04-30 00:00:00,172.442962
2014-05-31 00:00:00,170.607228
2014-06-30 00:00:00,173.23944
2014-07-31 00:00:00,173.53447500000001
2014-08-31 00:00:00,172.484
2014-09-30 00:00:00,177.86852000000002
2014-10-31 00:00:00,179.33279100000001
2014-11-30 00:00:00,185.62306
2014-12-31 00:00:00,186.70233
2015-01-31 00:00:00,176.465344
2015-02-28 00:00:00,184.835708
2015-03-31 00:00:00,178.1406
2015-04-30 00:00:00,183.721408
2015-05-31 00:00:00,189.515828
2015-06-30 00:00:00,192.02667
2015-07-31 00:00:00,193.76779599999998
2015-08-31 00:00:00,186.291738
2015-09-30 00:00:00,181.10479600000002
2015-10-31 00:00:00,186.42115
2015-11-30 00:00:00,185.372168
2015-12-31 00:00:00,177.35014199999998
2016-01-31 00:00:00,171.69732000000002
2016-02-29 00:00:00,157.22454000000002
2016-03-31 00:00:00,161.671202
2016-04-30 00:00:00,156.34125
2016-05-31 00:00:00,160.91975000000002
2016-06-30 00:00:00,136.088034
2016-07-31 00:00:00,135.77864
2016-08-31 00:00:00,135.727602
2016-09-30 00:00:00,131.724815
2016-10-31 00:00:00,128.311484
2016-11-30 00:00:00,142.707754
2016-12-31 00:00:00,144.071486
2017-01-31 00:00:00,141.85811999999999
2017-02-28 00:00:00,139.256962
2017-03-31 00:00:00,139.674717
2017-04-30 00:00:00,144.181072
2017-05-31 00:00:00,142.871255
2017-06-30 00:00:00,146.06380000000001
2017-07-31 00:00:00,145.65744800000002
2017-08-31 00:00:00,141.845328
2017-09-30 00:00:00,150.960128
2017-10-31 00:00:00,150.912003
2017-11-30 00:00:00,151.67238
2017-12-31 00:00:00,152.458301
2018-01-31 00:00:00,155.11089
2018-02-28 00:00:00,147.071628
2018-03-31 00:00:00,148.96674000000002
2018-04-30 00:00:00,150.270928
2018-05-31 00:00:00,144.491297
2018-06-30 00:00:00,146.103987
2018-07-31 00:00:00,146.8425
2018-08-31 00:00:00,143.874472
2018-09-30 00:00:00,148.125444
2018-10-31 00:00:00,144.223794
2018-11-30 00:00:00,145.013288
2018-12-31 00:00:00,140.01011
2019-01-31 00:00:00,142.96133999999998
2019-02-28 00:00:00,147.845812
2019-03-31 00:00:00,144.238176
2019-04-30 00:00:00,145.1542
2019-05-31 00:00:00,137.12892
2019-06-30 00:00:00,136.999936
2019-07-31 00:00:00,132.68475999999998
2019-08-31 00:00:00,129.32458
2019-09-30 00:00:00,133.02935499999998
2019-10-31 00:00:00,139.857651
2019-11-30 00:00:00,141.643233
2019-12-31 00:00:00,144.194223
2020-01-31 00:00:00,143.16575
2020-02-29 00:00:00,138.15573600000002
2020-03-31 00:00:00,133.917862
2020-04-30 00:00:00,134.765788
2020-05-31 00:00:00,132.77264
2020-06-30 00:00:00,133.300713
2020-07-31 00:00:00,138.920874
2020-08-31 00:00:00,141.561
2020-09-30 00:00:00,136.419918
2020-10-31 00:00:00,135.201582
2020-11-30 00:00:00,139.222044
2020-12-31 00:00:00,140.978178
2021-01-31 00:00:00,143.597472
2021-02-28 00:00:00,148.730808
2021-03-31 00:00:00,152.58649499999999
2021-04-30 00:00:00,151.290854
2021-05-31 00:00:00,155.826804
2021-06-30 00:00:00,153.31563
2021-07-31 00:00:00,152.62561
2021-08-31 00:00:00,151.285735
2021-09-30 00:00:00,150.1905
2021-10-31 00:00:00,156.06145800000002
2021-11-30 00:00:00,150.039144
2021-12-31 00:00:00,155.4795
2022-01-31 00:00:00,154.84415800000002
2022-02-28 00:00:00,154.46610900000002
2022-03-31 00:00:00,159.717888
2022-04-30 00:00:00,163.14396
2022-05-31 00:00:00,162.256272
2022-06-30 00:00:00,165.026178
2022-07-31 00:00:00,162.338475
2022-08-31 00:00:00,161.532243
2022-09-30 00:00:00,161.120114
2022-10-31 00:00:00,171.14744499999998
2022-11-30 00:00:00,166.642622
2022-12-31 00:00:00,159.186937
2023-01-31 00:00:00,160.421508
2023-02-28 00:00:00,164.57363700000002
2023-03-31 00:00:00,164.198475
2023-04-30 00:00:00,171.102618
2023-05-31 00:00:00,173.271288
2023-06-30 00:00:00,183.606923
2023-07-31 00:00:00,182.80082600000003
2023-08-31 00:00:00,184.532856
2023-09-30 00:00:00,182.51380200000003
2023-10-31 00:00:00,183.79671000000002
2023-11-30 00:00:00,186.90768
2023-12-31 00:00:00,179.574356
2024-01-31 00:00:00,186.232858
2024-02-29 00:00:00,189.35368000000003
2024-03-31 00:00:00,191.096714
2024-04-30 00:00:00,197.145556
2024-05-31 00:00:00,200.228622
2024-06-30 00:00:00,203.35232
2024-07-31 00:00:00,193.08792
2024-08-31 00:00:00,191.66153999999997
2024-09-30 00:00:00,191.940675
2024-10-31 00:00:00,195.86116
,
数据来源：Wind,
